ID	µØÍ¼±àºÅ »»ËãºóX×ø±ê  »»ËãºóY×ø±ê  »»ËãºóZ×ø±ê
25883    world    1626.1    246.24    -4066.82
25883    world    1581.25    246.01    -4074.78
25883    world    1601.42    246.08    -4053.06
25883    world    1633.91    246.58    -4021.39
25883    world    1680.77    247.69    -3985.5
25883    world    1689.73    247.05    -4011.64
25883    world    1645.18    248.49    -3895.27
25883    world    1630.57    248.76    -3915.36
25883    world    1679.24    248.69    -3938.87
25883    world    1655.33    247.97    -3980.21
25883    world    1630.99    249.11    -3986.35
25883    world    1595.28    248.64    -3973.09
25883    world    1586.19    247.46    -3937.42
25883    world    1586.77    248.63    -3906.72
25883    world    1606.04    249.24    -3882.78
25877    world    1407.98    235.74    -3841.72
25877    world    1348.87    235.4    -3836.1
25877    world    1239.8    235.84    -3776.11
25877    world    1431.55    235.4    -3781.98
25877    world    1425.08    235.52    -3827.89
25877    world    1323.17    235.4    -3810.81
25877    world    1307.58    235.4    -3769.83
25877    world    1275.51    235.4    -3814.24
25877    world    1272.06    235.4    -3792.02
25877    world    1247.25    234.98    -3801.54
25878    world    1343.35    235.41    -3853.87
25878    world    1324.41    235.4    -3824.95
25878    world    1300.57    235.41    -3749.74
25878    world    1287.47    235.42    -3750.15
25878    world    1261.55    235.9    -3753.51
25878    world    1239.18    235.54    -3763.73
25878    world    1242.89    235.61    -3788.7
25878    world    1226.88    236.01    -3778.28
25878    world    1238.6    234.81    -3810.9
25878    world    1293.04    235.35    -3771.37
25878    world    1443.84    235.4    -3830.37
25878    world    1432.84    235.4    -3762.87
25878    world    1444.82    235.4    -3774.58
25878    world    1331.74    235.41    -3768.63
25878    world    1314.52    235.25    -3800.92
25878    world    1308.25    235.38    -3820.12
25878    world    1298.53    235.42    -3842.67
25878    world    1235.32    235.41    -3828.39
25878    world    1226.77    235.1    -3796.1
25878    world    1259.98    235.09    -3803.88
25880    world    1418.01    235.06    -3778.61
25880    world    1409.54    235.51    -3825.57
25880    world    1381.86    235.58    -3842.91
25880    world    1408.51    235.47    -3754.86
25880    world    1375.23    235.5    -3760.13
25880    world    1341.03    235.61    -3799.29
25880    world    1347.68    235.53    -3778.28
25880    world    1367.9    235.71    -3829.88
25880    world    1337.62    235.63    -3811.47
25880    world    1391.64    235.55    -3829.85
25880    world    1345.4    235.41    -3824.85
25880    world    1343.81    235.49    -3787.96
25880    world    1362    235.46    -3769.39
25880    world    1390.83    235.48    -3762.99
25880    world    1413.25    235.37    -3766.25
25877    world    1241.56    240.29    -4012.05
25877    world    1207.19    240.68    -4039.84
25877    world    1251.1    240.1    -3993.21
25877    world    1253.28    240.72    -4099.93
25877    world    1263.86    240.29    -4078.53
25877    world    1264.16    240.55    -4089.16
25877    world    1203.92    240.08    -4069.89
25877    world    1213.27    240.43    -4050.53
25877    world    1203.9    241.07    -4030.42
25877    world    1191.49    240.08    -4009.58
25876    world    1209.49    240.44    -4086.15
25876    world    1273.32    240.11    -4085
25876    world    1241.81    240.1    -3989.35
25876    world    1262.39    240.46    -3994.16
25876    world    1292.37    240.02    -3998.28
25876    world    1191.6    240.06    -3999.45
25876    world    1228.61    240.1    -3984.45
25876    world    1229.24    240.83    -4026.34
25876    world    1262.41    240.29    -4004.19
25876    world    1284.92    240.83    -4029.99
25876    world    1285.58    240.53    -4008.4
25876    world    1276.78    240.07    -3997.06
25876    world    1241.76    240.11    -3999.49
25876    world    1227.42    240.85    -4013.23
25876    world    1193.57    240.2    -4019.69
25876    world    1194.04    240.15    -4042.66
25876    world    1198.78    240.11    -4060.07
25876    world    1276.23    240.14    -4074.07
25876    world    1254.08    240.44    -4081.2
25876    world    1273.32    240.42    -4095.21
25879    world    1246.9    240.17    -4040.27
25879    world    1242.89    240.18    -4040.29
25879    world    1242.79    240.12    -4049.63
25879    world    1238.58    240.14    -4049.73
25879    world    1238.48    240.28    -4040.29
25879    world    1234.42    240.13    -4049.76
25879    world    1234.43    240.34    -4040.34
25879    world    1282.89    240.66    -4059.46
25879    world    1282.79    240.16    -4050.03
25879    world    1275.41    240.39    -4041.76
25879    world    1275.31    240.2    -4051.1
25879    world    1268.55    240.16    -4060.71
25879    world    1268.45    240.14    -4051.27
25879    world    1260.2    240.12    -4055.54
25879    world    1260.21    240.14    -4046.12
25874    world    1245.09    231.4    -4204.31
25872    world    1209.22    240.14    -4347.94
25872    world    1216.06    240.19    -4363.93
25872    world    1316.28    240.07    -4396.02
25872    world    1273.17    240.1    -4426.81
25872    world    1197.85    240.76    -4362.8
25872    world    1185.98    240.22    -4346.78
25872    world    1219.62    236.11    -4289.03
25872    world    1204.86    240.05    -4288.48
25872    world    1251.78    237.5    -4244.02
25872    world    1225.51    239.52    -4249.34
25872    world    1225.42    240.02    -4190.09
25872    world    1252.46    240.34    -4144.25
25872    world    1222.45    239.49    -4133.38
25872    world    1212.13    239.58    -4149.28
25870    world    1241.29    240.67    -4149.41
25870    world    1273.32    240.19    -4149.73
25870    world    1303.27    240.83    -4144.89
25870    world    1299.85    240.2    -4157.46
25870    world    1309.53    240.2    -4172.14
25870    world    1249.85    240.11    -4129.98
25870    world    1314.42    240.31    -4182.54
25870    world    1317.21    240.35    -4193.16
25870    world    1315.38    240.23    -4221.87
25870    world    1310.22    240.35    -4232.85
25870    world    1314.61    241.01    -4245.64
25870    world    1319.66    240.92    -4276.24
25871    world    1224.83    240.22    -4381.23
25871    world    1202.32    240.09    -4381.49
25871    world    1211.11    240.64    -4394.67
25871    world    1247.98    240.63    -4427.9
25871    world    1283.13    240.79    -4408.17
25871    world    1231.38    240.11    -4388.36
25871    world    1239.73    240.41    -4396.35
25871    world    1218.2    241.32    -4405.14
25871    world    1227.38    240.85    -4415.02
25871    world    1235    240.58    -4420.7
25871    world    1256.43    240.34    -4428.23
25871    world    1267.22    240.2    -4411.06
25871    world    1295.19    240.06    -4418.84
25869    world    1305.12    240.08    -4419.99
25869    world    1320.12    239.82    -4415.89
25869    world    1330.27    240.04    -4380.14
25869    world    1326.44    240.04    -4320.64
25869    world    1264.57    240.58    -4141.66
25869    world    1265.12    240    -4153.57
25869    world    1286.91    240.3    -4153.43
25869    world    1263.16    239.07    -4255.11
25869    world    1229.55    239.62    -4270.56
25869    world    1239.66    240.09    -4265.36
25869    world    1194.57    240.2    -4260.14
25869    world    1195.9    240.37    -4271.13
25869    world    1201.63    240.09    -4261.92
25868    world    1338.51    241.25    -4258.63
25868    world    1315.09    240.28    -4210.32
25868    world    1233.47    240.68    -4164.61
25868    world    1223.91    239.57    -4205.43
25868    world    1228.62    239.38    -4228.67
25868    world    1228.97    240.43    -4258.94
25868    world    1316.01    241.16    -4256.2
25868    world    1336.4    241.29    -4294.64
25868    world    1349.91    240.57    -4318.23
25868    world    1356.72    240.78    -4371.98
25868    world    1346.22    240.2    -4393.51
25868    world    1336.99    240.1    -4408.7
25871    world    1321.34    238.7    -4429.19
25870    world    1291.14    239.37    -4265.47
25869    world    1372.02    240.38    -4354.55
25868    world    1335.83    237.31    -4425.34
24987    world    1504.74    219.87    -4527.73
25908    world    1700.9    248.16    -4155.35
25908    world    1698.66    248.1    -4155.35
25908    world    1677.48    242.61    -4153.3
25908    world    1680.07    242.45    -4153.4
25908    world    1682.9    242.7    -4152.9
25908    world    1685.22    243.06    -4153.6
25908    world    1687.7    244    -4153.7
26839    world    1483.47    216.94    -3975.18
26839    world    1491    216.94    -3944.13
26839    world    1486.91    216.94    -3935.4
26839    world    1470.27    216.94    -3935.54
26839    world    1453.96    216.94    -3938.81
26839    world    1440.64    216.94    -3953.35
26839    world    1456.04    216.94    -3964.7
26831    world    1494.19    216.94    -3978.6
26858    world    1474.63    265.88    -4300.61
25907    world    1700.33    248.19    -4156.96
25908    world    1678.39    242.45    -4155.45
25908    world    1680.98    242.12    -4155.55
25908    world    1683.82    242.26    -4155.05
25908    world    1686.13    242.53    -4155.75
25908    world    1688.62    243.47    -4155.85
25908    world    1268.14    237.7    -3855.6
25908    world    1274.31    238.04    -3859.59
25908    world    1201.92    238.45    -3963.8
25908    world    1198.36    238.47    -3963.9
25908    world    1240.13    241.99    -3972.47
25908    world    1236.57    241.89    -3972.57
25908    world    1263.53    244.27    -3977.46
25908    world    1259.97    244.56    -3977.56
25908    world    1294.8    241.91    -3867.89
25908    world    1291.24    241.91    -3867.99
25908    world    1248.13    242.61    -3855.5
25908    world    1222.25    241.83    -3847.42
25908    world    1228.41    241.83    -3846.84
25113    world    1107.52    209.96    -4498.92
26417    world    1465.96    270.7    -4226.46
26417    world    1729.56    200.58    -3946.29
26417    world    1863.83    255.17    -4095.1
26417    world    1532.65    235.77    -3819.5
26417    world    1157.84    240    -3874.43
26417    world    1124.58    218.67    -4317.61
26416    world    1489.45    219.89    -4507.5
8542    world    1278.7    240.03    -3897.24
25842    world    1276.46    239.99    -3907.58
25840    world    1277.29    239.99    -3901.84
25836    world    1198.31    240    -3925.09
25841    world    1179.25    244.71    -3907.98
25839    world    1271.38    240.44    -3937.24
25838    world    1267.13    240.19    -3944.78
25837    world    1208.36    240    -3878.37
25835    world    1183.04    244.71    -3922.96
25832    world    1497.48    219.9    -4528.04
25830    world    1509.09    219.91    -4522.45
25909    world    1834.7    255.17    -4161.33
25897    world    1835.96    255.53    -4158.6
25895    world    1752.37    223.2    -4326.83
25895    world    1733.25    223.16    -4338.04
25895    world    1775.14    223.37    -4335.39
25895    world    1776.53    223.31    -4358.95
25895    world    1756.9    223.36    -4374.34
25895    world    1733.48    223.27    -4363.3
25896    world    1809.53    222.47    -4274.02
25896    world    1809.11    224.83    -4266.39
25896    world    1808.69    228.92    -4257.82
25896    world    1809.68    232.19    -4249.54
25896    world    1812.5    236.6    -4241.94
25896    world    1816.47    240.39    -4235.16
25896    world    1818.9    243.01    -4228.47
25896    world    1819.99    245.19    -4222.38
25896    world    1820.97    246.53    -4217.14
25896    world    1822.33    247.49    -4211.83
25896    world    1824.42    248.74    -4206.85
25896    world    1826.72    249.16    -4201.41
25896    world    1829.29    249.49    -4195.61
25896    world    1832.23    249.94    -4191.3
25896    world    1834.5    250.06    -4187.41
25896    world    1791.89    221.73    -4274.12
25896    world    1792.51    225.03    -4266.49
25896    world    1792.78    229.52    -4257.92
25896    world    1792.04    231.44    -4249.64
25896    world    1794.73    236.15    -4242.04
25896    world    1795.9    239.63    -4235.26
25896    world    1797.54    243.1    -4228.57
25896    world    1798.27    244.98    -4221.37
25896    world    1798.63    246.89    -4213.86
25896    world    1799.05    248.03    -4208.47
25896    world    1799.9    248.48    -4202.86
25896    world    1803.02    249.16    -4196.06
25896    world    1807.29    249.49    -4191.24
25896    world    1810.64    249.94    -4185.89
25896    world    1813.67    250.06    -4180.18
25888    world    1658.77    248.76    -3950.45
25831    world    1502.18    219.74    -4553.27
25866    world    1234.05    240.01    -3872.37
25829    world    1179.28    244.72    -3898.7
25905    world    1206.73    240.07    -3903.24
25881    world    1367.66    238.78    -3794.37
25882    world    1239.26    240.21    -4054.49
25904    world    1468.06    219.76    -4520.61
25875    world    1271.9    231.34    -4198.97
25875    world    1259.21    228.19    -4327.73
25902    world    1689.35    246.96    -4148.46
25902    world    1711.01    247.17    -4149.92
25902    world    1696.68    247.17    -4147.03
25902    world    1704.03    247.17    -4144.56
25902    world    1716.85    247.38    -4159.74
25903    world    1777.06    220.1    -4380.56
25903    world    1786.32    220.11    -4347.68
25903    world    1768.23    220.1    -4321.32
25903    world    1741.08    220.17    -4379.22
25903    world    1723.1    220.11    -4352.22
25903    world    1736.76    220.1    -4324.05
25901    world    1571.22    246.3    -4154.07
25901    world    1547.06    246.05    -4144.16
25901    world    1640.99    246.23    -4146.53
25901    world    1598.5    246.18    -4186.55
25901    world    1625.46    246.5    -4180.49
25901    world    1732.54    247.44    -4127.84
25901    world    1739.36    247.96    -4091.64
25901    world    1737.64    247.6    -4063.87
25901    world    1562.21    246.04    -4059.71
25901    world    1579.57    246.1    -4030.55
25901    world    1587.97    246.09    -4055.99
25901    world    1613.38    246.1    -4058.84
25901    world    1591.02    248.06    -3956.49
25901    world    1632.16    247.54    -3994.22
25901    world    1635.67    246.43    -4027.05
25901    world    1640.17    246.33    -4053.69
25901    world    1664.89    247.01    -4037.13
25901    world    1689.12    246.79    -4022.37
25901    world    1603.59    248.6    -3800.11
25901    world    1628.07    247.89    -3801.39
25901    world    1860.81    248.46    -3814.33
25901    world    1860.95    246.99    -3841.64
25901    world    1779.6    247.7    -3794.43
25901    world    1803.86    247.27    -3795.9
25901    world    1779.38    247.13    -3824.73
25901    world    1829.73    248.77    -3784.51
25901    world    1676.03    248.69    -3848.23
25901    world    1679.28    247.9    -3817.72
25901    world    1766.36    247.88    -3861.5
25901    world    1805.83    248.06    -3883.71
25901    world    1891.32    247.57    -3962.09
25901    world    1833.22    247.02    -3993.84
25901    world    1742.39    248.13    -4006.92
25901    world    1713.42    248.16    -4010.81
25901    world    1685.97    247.49    -3995.12
25901    world    1675.73    248.35    -3935.78
25901    world    1636.78    248.7    -3917.02
25901    world    1600.13    248.23    -3988.95
25901    world    1663.15    247.86    -3966.79
25901    world    1603.57    247.96    -3922.1
25901    world    1652.07    248.23    -3788.16
25901    world    1611.26    249.3    -3889.81
25901    world    1576.92    247.54    -3918.29
25901    world    1592.31    249.13    -3775.13
25901    world    1574.06    249.66    -3806.92
25901    world    1618.75    248.53    -3770.79
25901    world    1705.49    248.39    -3757.07
25901    world    1667.7    248.15    -3759.85
25901    world    1628.82    247.57    -3829.09
25901    world    1654.54    247.05    -3816.9
25901    world    1723.58    247.89    -3804.71
25901    world    1751.47    247.56    -3789.9
25901    world    1866.83    247.63    -3897.8
25901    world    1834.85    248.1    -3952.8
25901    world    1867.91    247.57    -3980.83
25901    world    1874.46    247.82    -3934.37
25901    world    1861.51    247.6    -3868.79
25901    world    1836.25    246.81    -3817.32
25901    world    1834.04    247.85    -3864.08
25901    world    1795.72    248.3    -3855.11
25901    world    1807.07    247.31    -3824.89
25900    world    1373.11    235.65    -3834.24
25900    world    1418.25    235.51    -3827.19
25900    world    1426.47    235.44    -3772.28
25900    world    1294.62    235.19    -3758.69
25900    world    1336.53    235.4    -3771.98
25900    world    1316.52    235.4    -3822.49
25900    world    1242.8    234.8    -3810.18
25900    world    1237.21    235.45    -3827.08
25900    world    1232.2    235.57    -3789.53
25900    world    1267.45    235.33    -3807.74
25899    world    1203.93    240.08    -4063.94
25899    world    1191    240.06    -4005.59
25899    world    1203.22    241.06    -4032.75
25899    world    1281.12    240.23    -4002.6
25899    world    1250.91    240.17    -4000.96
25899    world    1235.42    240.24    -4014.04
25899    world    1244.24    240.14    -4044.19
25899    world    1267.78    240.26    -4044.41
25899    world    1274.42    240.24    -4066.27
25899    world    1262.54    240.72    -4088.32
28014    world    2792.66    218.22    -3997.94
28014    world    2807.77    218.21    -4161.62
28016    world    2874.34    221.18    -4190.99
28016    world    2850.32    217.92    -4097.52
28017    world    2392.87    218.1    -4330.93
28017    world    2333.56    218.09    -4246.74
28017    world    2599.8    216.41    -4366.28
28017    world    2517.52    217.82    -4272.33
28017    world    2692    218.85    -4394.85
28018    world    2455.52    218.11    -4322.81
28018    world    2521.4    218.1    -4349.39
28018    world    2851.1    217.97    -4410.52
28018    world    2784.2    218.15    -4451.49
24902    world    2163.11    205.33    -3668.83
24910    world    2788.13    217.87    -3888.59
24912    world    2788.13    217.87    -3888.59
24910    world    2864.08    217.89    -3859.54
24912    world    2864.08    217.89    -3859.54
24910    world    2864.49    218.08    -3933.41
24912    world    2864.49    218.08    -3933.41
24910    world    2795.6    218.08    -3931.36
24912    world    2795.6    218.08    -3931.36
24910    world    2811.29    217.49    -3973.96
24912    world    2811.29    217.49    -3973.96
27009    world    2843.53    251.08    -4065.4
27009    world    2711.84    244.84    -4039.91
27009    world    2808.56    278.04    -3961.22
27017    world    2978.94    210.62    -3656.04
27017    world    3033.13    210.62    -3830.39
27017    world    3031.24    210.62    -3965.39
27007    world    3019.09    209.57    -4112.16
27008    world    3019.09    209.57    -4112.16
27010    world    3019.09    209.57    -4112.16
27007    world    3018.99    209.57    -4397.91
27008    world    3018.99    209.57    -4397.91
27010    world    3018.99    209.57    -4397.91
24908    world    2828.91    362.98    -4252.98
24908    world    2732.96    362.98    -4428.84
24901    world    2419.73    261.91    -4190.87
24908    world    2637.99    320.69    -3733.51
24908    world    2348.81    352.06    -3765.84
24908    world    2194.47    393.37    -3993.93
24908    world    2255.76    393.37    -4090.94
24906    world    2268.09    206.85    -4360.38
27006    world    2268.09    206.85    -4360.38
27011    world    2093.64    206.85    -4228.01
27006    world    2093.64    206.85    -4228.01
27011    world    2195.36    206.85    -4310.21
27006    world    2195.36    206.85    -4310.21
26834    world    2095.27    195.89    -4360.46
26711    world    2708.36    292.05    -3727.75
26711    world    2635.14    270.75    -3740.52
25422    world    2305.93    253.08    -3824.43
25422    world    2317.97    250.37    -3815.22
25422    world    2301.37    252.07    -3809.37
25423    world    2318.2    250.26    -3797.77
25422    world    2335.58    250.25    -3792.94
25423    world    2348.87    249.5    -3800.35
25422    world    2385.37    245.1    -3783.86
25422    world    2428.34    245.07    -3779.21
25423    world    2399.01    245.1    -3782.58
25423    world    2421.97    245.1    -3755.77
25423    world    2416.32    245.1    -3784.75
25422    world    2446.58    245.11    -3748.22
25422    world    2436.71    245.1    -3752.36
25422    world    2427.37    245.1    -3790.97
25422    world    2465.56    245.09    -3769.71
25423    world    2441.84    244.93    -3778.14
25423    world    2454.04    245.1    -3777.86
25423    world    2452.56    245.06    -3739.7
25422    world    2470.29    245.07    -3759.25
25737    world    2403.4    245.13    -3714.13
25738    world    2403.4    245.13    -3714.13
25738    world    2391.45    245.1    -3737.21
25737    world    2391.45    245.1    -3737.21
25737    world    2440.82    245.1    -3705.29
25738    world    2440.82    245.1    -3705.29
25736    world    2458.32    234.08    -4331.71
25736    world    2422.59    234.59    -4311.21
25736    world    2479.67    269.64    -4374.31
25736    world    2462.42    250.24    -4275.3
25736    world    2462.32    233.34    -4309.15
25424    world    2527.14    215.09    -3958.21
25425    world    2527.14    215.09    -3958.21
25424    world    2421.76    215.09    -3905.22
25425    world    2421.76    215.09    -3905.22
25424    world    2485.71    215.1    -3966.1
25425    world    2485.71    215.1    -3966.1
25424    world    2584.5    215.11    -3887.6
25425    world    2584.5    215.11    -3887.6
25425    world    2559.13    215.11    -3858.5
25424    world    2559.13    215.11    -3858.5
25425    world    2556.33    215.12    -3898.23
25426    world    2497.12    215.13    -3946.12
25427    world    2512.39    215.12    -3939.63
25427    world    2525.16    215.16    -3933.55
25426    world    2480.74    215.11    -3942.81
25426    world    2454.53    215.09    -3911.41
25427    world    2454.53    215.09    -3911.41
25427    world    2490.93    215.09    -3874.34
25426    world    2490.93    215.09    -3874.34
25427    world    2530.48    215.09    -3901.86
25426    world    2530.48    215.09    -3901.86
25421    world    2497.91    245.08    -3735.88
25421    world    2561.27    240.27    -3736.93
25421    world    2536.95    241.63    -3732.19
25421    world    2537.81    240.2    -3706.11
25421    world    2553.61    240.15    -3699.54
25421    world    2565.29    240.07    -3694.56
25421    world    2595.79    239.71    -3679.19
25421    world    2586.91    240.02    -3714.99
25421    world    2635.07    239.95    -3731.37
25420    world    2709.61    240    -3719
25420    world    2749.02    241.03    -3716.57
25420    world    2634.62    239.92    -3679.18
25420    world    2610.44    239.94    -3674.73
25420    world    2602.8    240.22    -3760.83
25420    world    2617.88    240.08    -3763.02
25420    world    2633.61    240.04    -3720.58
25420    world    2682.56    240.04    -3722.67
25420    world    2730.06    240    -3716.24
25420    world    2611.83    240.11    -3729.91
25419    world    2599.81    240.12    -3752.84
25419    world    2597.14    240.12    -3724.78
25419    world    2630.52    240.11    -3766.82
25419    world    2630.62    240.1    -3776.75
25419    world    2670.12    240.14    -3780.11
25419    world    2670.06    239.84    -3790.29
25419    world    2640.77    240.09    -3776.65
25419    world    2626.66    240.12    -3729.12
25419    world    2666.41    240.32    -3719.71
25419    world    2666.35    240.27    -3729.75
25419    world    2696.7    240.14    -3719.75
25419    world    2654.96    240.16    -3711.52
25415    world    2774.84    218.05    -4102.6
25416    world    2774.84    218.05    -4102.6
25414    world    2774.84    218.05    -4102.6
25415    world    2739.36    218.1    -4069.06
25416    world    2739.36    218.1    -4069.06
25415    world    2747.42    218.1    -4044.05
25415    world    2769.03    218.05    -3945.36
25416    world    2769.03    218.05    -3945.36
25416    world    2808.46    217.83    -3960.03
25414    world    2808.46    217.83    -3960.03
25415    world    2857.48    217.68    -3948.98
25416    world    2857.48    217.68    -3948.98
25416    world    2857.61    218.1    -4106.85
25413    world    2857.61    218.1    -4106.85
25415    world    2866.35    218.1    -4074.98
25416    world    2866.35    218.1    -4074.98
25414    world    2866.35    218.1    -4074.98
25415    world    2866.88    218.1    -4032.74
25416    world    2866.88    218.1    -4032.74
25415    world    2852.83    217.93    -3990.18
25416    world    2852.83    217.93    -3990.18
25418    world    2868.02    218.14    -3923.06
25418    world    2814.84    218.13    -3920.44
25418    world    2879.18    218.1    -3896.82
25418    world    2777.94    217.87    -3910.95
25418    world    2788.76    217.69    -3882.67
25418    world    2806.29    217.52    -3856.65
25418    world    2871.37    217.68    -3859.04
25417    world    2677.07    218.69    -3939.25
25417    world    2628.28    218.55    -3948.42
25417    world    2707.88    218.58    -4052.01
25417    world    2661.35    218.09    -4044.63
25417    world    2656.18    218.61    -3975.36
25417    world    2689.81    218.68    -3971.95
25417    world    2697.69    218.7    -3999.4
25414    world    2785.33    218.31    -4227
25414    world    2850.56    218.1    -4125.78
25413    world    2783.31    218.09    -4130.91
25415    world    2783.31    218.09    -4130.91
25414    world    2881.7    218.1    -4132.31
25413    world    2881.7    218.1    -4132.31
25414    world    2888.66    218.1    -4171.1
25413    world    2888.66    218.1    -4171.1
25413    world    2821.26    218.95    -4164.07
25413    world    2821.48    218.86    -4189.4
25414    world    2798.43    218.12    -4156.2
25413    world    2798.43    218.12    -4156.2
25413    world    2886.48    218.94    -4225.48
25413    world    2797.83    217.99    -4194.81
25414    world    2797.83    217.99    -4194.81
25414    world    2877.16    218.95    -4316.21
25414    world    2823.48    218.1    -4221.68
25413    world    2800.85    219.16    -4286.36
25414    world    2800.85    219.16    -4286.36
25411    world    2215.73    246.99    -4003.3
25411    world    2200.99    250.06    -3954.69
25410    world    2218.91    250.34    -3948.11
25410    world    2247.05    252.02    -3961.55
25412    world    2225.23    248.47    -3978.52
25412    world    2184.13    249.28    -3977.93
25412    world    2195.28    249.85    -3955.75
25412    world    2226.45    254.81    -3939.02
25412    world    2260.93    256.82    -3944.07
25412    world    2248.82    254.21    -3948.43
25412    world    2236.32    250.15    -3969
25412    world    2207.09    249.62    -3954.56
25412    world    2191.76    249.12    -3968.1
25412    world    2178.41    249.4    -3994.25
25412    world    2218.89    243.11    -4080.92
25412    world    2218.3    243.13    -4119.95
25412    world    2284.47    243.11    -4093.67
25412    world    2264.23    243.1    -4073.38
25412    world    2209.97    247.53    -3997.11
25410    world    2285.75    243.13    -4101.75
25411    world    2288.22    243.55    -4072.64
25411    world    2283.17    243.12    -4072.61
25411    world    2222.59    243.39    -4096.75
25411    world    2217.46    243.26    -4104.34
25411    world    2212.45    243.46    -4104.18
25411    world    2230.86    243.73    -4117.07
25411    world    2225.92    243.18    -4132.74
25411    world    2298.41    243.3    -4105.81
25411    world    2293.38    243.7    -4105.73
25411    world    2296.23    243.11    -4085.79
25411    world    2278.04    243.91    -4087.11
25411    world    2278.26    243.12    -4107.13
25410    world    2251.62    243.15    -4058.73
25410    world    2210.08    243.13    -4089.18
25410    world    2263.24    243.37    -4147.46
25410    world    2253.25    243.42    -4144.03
25410    world    2243.39    243.14    -4139.6
25410    world    2233.37    243.14    -4132.06
25410    world    2265.55    243.1    -4083.84
25410    world    2272.55    243.1    -4065.32
25410    world    2303.82    243.13    -4080.89
25410    world    2285.84    243.54    -4111.88
25406    world    2491.6    218.1    -4269.71
25407    world    2516.68    218.21    -4218.11
25407    world    2534.77    218.49    -4248.25
25406    world    2552.21    218.19    -4278.48
25407    world    2552.21    218.19    -4278.48
25407    world    2567.58    218.11    -4304.24
25406    world    2538.2    218.09    -4352.83
25406    world    2582.98    218.24    -4321.93
25406    world    2522.2    218.03    -4382.99
25407    world    2522.2    218.03    -4382.99
25407    world    2564.58    218.1    -4380.63
25406    world    2591.93    218.36    -4385.18
25407    world    2607.52    218.18    -4340.94
25406    world    2631.49    218.13    -4354.74
25407    world    2646.27    218.14    -4357.48
25406    world    2618.27    218.11    -4398.91
25407    world    2638.59    218.1    -4411.47
25406    world    2663.02    218.39    -4420.89
25407    world    2725.5    218.31    -4401.49
25407    world    2687.55    218.3    -4428.98
25407    world    2661.69    218.13    -4370.5
25407    world    2709.66    218.4    -4441.3
25408    world    2512.87    218.1    -4349.8
25406    world    2512.87    218.1    -4349.8
25407    world    2512.87    218.1    -4349.8
25408    world    2383.34    218.1    -4330.55
25408    world    2479.41    218.1    -4341.64
25408    world    2489.73    218.28    -4305.33
25406    world    2489.73    218.28    -4305.33
25407    world    2489.73    218.28    -4305.33
25408    world    2436.79    218.1    -4336.52
25408    world    2437.14    218.1    -4276.57
25409    world    2448.41    218.22    -4171.27
25409    world    2464.08    218.31    -4117.32
25409    world    2508.42    217.62    -4166.66
25409    world    2510.97    218.22    -4129.43
25409    world    2527.73    218.1    -4106.79
25409    world    2506.23    218.22    -4094.88
25409    world    2452.64    218.13    -4031.55
25409    world    2493.66    218.69    -4046.55
25405    world    2690.45    218.08    -4379.32
25406    world    2690.45    218.08    -4379.32
25405    world    2807.84    218.93    -4374.07
25405    world    2831.29    218.16    -4413.87
25405    world    2877.76    217.34    -4428.12
25405    world    2769.46    217.82    -4468.69
25406    world    2769.46    217.82    -4468.69
25405    world    2885.63    218.09    -4397.87
28020    world    2394.74    216.51    -4228.19
28019    world    2855.94    216.99    -4295.45
27538    world    2582.95    254.72    -4071.4
27932    world    2566.5    254.72    -4080.43
27927    world    2590.95    254.72    -4067.18
13333    world    2686.92    238.67    -4214.66
13190    world    2684.32    238.67    -4214.3
12960    world    2637.16    238.35    -4083.04
12960    world    2627.84    236.51    -4313.11
12960    world    2699.64    236.51    -4201.48
9060    world    2690.92    236.51    -4196.04
27720    world    2703.01    216.21    -4413.69
27569    world    2639.85    238.67    -4234.41
27564    world    2636.61    238.67    -4245.05
27563    world    2638.18    238.67    -4239.8
23256    world    2723.43    236.51    -4227.42
27139    world    2639.65    238.67    -4234.96
27059    world    2636.42    238.67    -4244.8
27056    world    2638.05    238.67    -4239.92
25490    world    2630.9    419.71    -4159.93
26853    world    2289.17    217.64    -4272.08
9762    world    2645.59    238.35    -4133.2
25845    world    2715.7    239.99    -3747.84
26415    world    2653.48    218.5    -3935.34
26415    world    2612.72    237.59    -3707.52
26415    world    2923.56    252.38    -4055.34
26415    world    2621.14    413.6    -4140.93
26415    world    2432.41    218.17    -4203.33
26415    world    2318.25    244.02    -4074.23
26414    world    2561.6    236.23    -4153.82
26535    world    2733.86    241.77    -3858.52
24982    world    2707.05    239.99    -3752.03
24985    world    2699.72    239.99    -3751.61
24984    world    2719.15    239.98    -3741.15
24986    world    2709.01    239.99    -3746.95
25564    world    2655.3    238.42    -4225.72
6919    world    2725.31    236.51    -4282.64
6837    world    2690.81    236.51    -4196.13
23964    world    2583.66    236.24    -4177.81
8542    world    2637.06    238.35    -4083.14
8542    world    2627.76    236.51    -4313.15
8542    world    2699.54    236.51    -4201.58
12164    world    2644.99    238.67    -4238.31
21026    world    2728.43    236.51    -4246.26
9308    world    2680.72    238.35    -4148.04
11651    world    2655.35    238.35    -4152.59
11608    world    2652.81    238.35    -4148.59
26044    world    2785.71    217.9    -4075.11
26043    world    2403.73    218.05    -4199.91
26042    world    2257.27    243.05    -4103.89
25813    world    2840.53    218    -3898.36
